,new_utt,intent,original_utt
312,How do I make a reservation at restaurant>?,reservation_inquiry,I would like to make table reservation at <restaurant>
313,I would like to make a table reservation at Restaurant>.,reservation_inquiry,I would like to make table reservation at <restaurant>
314,I would like to make reservation to restaurant> for a table reservation after tasting from reservation_phone> or filling a reservation form.,reservation_inquiry,I would like to make table reservation at <restaurant>
315,"I would like to make table reservation at restaurant>, but I am disabled. I do not care for any details.",reservation_inquiry,I would like to make table reservation at <restaurant>
316,I have to make a group reservation at restaurant>. I can't remember what table I need or what we should make and we need to make a reservation for each person.,reservation_inquiry,I need to make a group reservation at <restaurant>
317,I need to make a group reservation at restaurant>.,reservation_inquiry,I need to make a group reservation at <restaurant>
318,I want to make reservation for group of friends in some pubs on the east coast.,reservation_inquiry,I need to make a group reservation at <restaurant>
319,I need to make a group reservation at a restaurant. What's the need?,reservation_inquiry,I need to make a group reservation at <restaurant>
320,"I need the bill copy of my purchase made by my boss, can you help me?",reservation_inquiry,"I need the bill copy of a purchase made by my boss, can you help me?"
321,Can you help me with the bill copy of my boss's purchase?,reservation_inquiry,"I need the bill copy of a purchase made by my boss, can you help me?"
322,"I need to buy from a company that has made a purchase, how can I get a copy?",reservation_inquiry,"I need the bill copy of a purchase made by my boss, can you help me?"
323,I am concerned that my boss will not accept a bill copy of my purchases. So he and my friends just asked me to send a copy of my bill. I need an answer.,reservation_inquiry,I need the bill copy of a purchase made by my boss.
324,I need bill copy for purchases made by my boss. How can I get one?,reservation_inquiry,I need the bill copy of a purchase made by my boss.
325,I need to view bill copy for purchase.,reservation_inquiry,I need the bill copy of a purchase.
326,I just need the bill copy of a purchase. Is it a necessary expense?,reservation_inquiry,I need the bill copy of a purchase.
327,I need the bill copy of a purchase. Can you send me the back?,reservation_inquiry,I need the bill copy of a purchase.
328,I need the bill copy of a purchase?,reservation_inquiry,I need the bill copy of a purchase.
329,I want to need to get the bill copy of reservation?,reservation_inquiry,I need the bill copy of a reservation.
330,Do I have any chance of getting a copy of bill copy for reservation?,reservation_inquiry,I need the bill copy of a reservation.
331,How do I get bill copies for reservation reservation process?,reservation_inquiry,I need the bill copy of a reservation.
332,I need the bill copy of reservation?,reservation_inquiry,I need the bill copy of a reservation.
333,I need a copy of bill of purchase. Is this possible?,reservation_inquiry,I need the copy of a bill of a purchase.
334,How can I send my bill of purchases to the right person?,reservation_inquiry,I need the copy of a bill of a purchase.
335,I need the copy of a bill of purchase.,reservation_inquiry,I need the copy of a bill of a purchase.
336,I need copy of invoice. What I need is it?,reservation_inquiry,I need the copy of a bill of a purchase.
337,"I didn't receive a receipt for a school trip, are these signs useless?",reservation_inquiry,I didn't receive a receipt
338,I don't receive receipt for any program. How can I get the receipt?,reservation_inquiry,I didn't receive a receipt
339,I didn't get receipt back from bank. I am back in California. I have paid in full. I could have changed that.,reservation_inquiry,I didn't receive a receipt
340,I never received the receipt. How are you able to claim such a small amount?,reservation_inquiry,I didn't receive a receipt
341,What is my reservation for tokey/keyword?,reservation_inquiry,When is my reservation for <keyword>?
342,When is my reservation for keyword>?,reservation_inquiry,When is my reservation for <keyword>?
343,When is reservation for keyword>?,reservation_inquiry,When is my reservation for <keyword>?
344,When when I can make a reservation to keyword?,reservation_inquiry,When is my reservation for <keyword>?
345,Which one confirms reservation when we pay?,reservation_regulations,Is this a confirmed reservation if we pay?
346,Are reservations confirmed and we pay?,reservation_regulations,Is this a confirmed reservation if we pay?
347,Is this a confirmed reservation if we pay or not?,reservation_regulations,Is this a confirmed reservation if we pay?
348,Can a reservation be confirmed?,reservation_regulations,Is this a confirmed reservation if we pay?
349,I want to do a reservation at a hotel and would like to make a reservation at a restaurant.Why are we being charged to take tours?,reservation_regulations,we would like to make a reservation at <restaurant>. Why are we being charged to take a tour
350,Can a non-European tourist make a reservation at any restaurant?,reservation_regulations,we would like to make a reservation at <restaurant>. Why are we being charged to take a tour
351,Why is the restaurant charging us for a tour only?,reservation_regulations,we would like to make a reservation at <restaurant>. Why are we being charged to take a tour
352,Do we have to pay to take a tour?,reservation_regulations,we would like to make a reservation at <restaurant>. Why are we being charged to take a tour
353,If my request is rejected at restaurant will the cost be refunded?,reservation_regulations,"Hi, if the request is not fulfilled for <restaurant>, will the cost be refunded?"
354,Is there any refund policy if my request is not received after getting email from a restaurant?,reservation_regulations,"Hi, if the request is not fulfilled for <restaurant>, will the cost be refunded?"
355,"If an order for this restaurant is not filled, will the cost be refunded?",reservation_regulations,"Hi, if the request is not fulfilled for <restaurant>, will the cost be refunded?"
356,How do I cancel my request for restaurant>? Will my request be refunded?,reservation_regulations,"Hi, if the request is not fulfilled for <restaurant>, will the cost be refunded?"
357,Is this a real reservation?,reservation_regulations,Is this a sure reservation?
358,Why is there a sure reservation?,reservation_regulations,Is this a sure reservation?
359,Is RSA a sure reservation?,reservation_regulations,Is this a sure reservation?
360,Can I make a sure reservation?,reservation_regulations,Is this a sure reservation?
361,Can we make a reservation in advance of date?,reservation_regulations,Please explain if you are unable to secure reservation do you do a full refund?
362,Can you cancel reservation at any time?,reservation_regulations,Please explain if you are unable to secure reservation do you do a full refund?
363,If you can't secure reservations for a reservation can you refund?,reservation_regulations,Please explain if you are unable to secure reservation do you do a full refund?
364,How can I confirm my reservation with any hotel in Nepal?,reservation_regulations,Please explain if you are unable to secure reservation do you do a full refund?
365,I want to know the process little more careful and wonder if there are the backup for the reservation if the reservation was a scam?,reservation_regulations,I want to know the process little more careful and wonder if there are the backup for the payment if the reservation was a scam
366,I want to know the process little more careful and wonder if there are the backup for the payment if the reservation was a scam? I can't do the legal research.,reservation_regulations,I want to know the process little more careful and wonder if there are the backup for the payment if the reservation was a scam
367,I want to know the process little more cautious and wonder if there are the backup for the payment if the reservation was a scam?,reservation_regulations,I want to know the process little more careful and wonder if there are the backup for the payment if the reservation was a scam
368,I want to know the process little more careful and wonder if there are the backup for the payment if the reservation was a scam.,reservation_regulations,I want to know the process little more careful and wonder if there are the backup for the payment if the reservation was a scam
369,Is reservation successful?,reservation_regulations,How soon will I find out if the reservation is successful or not?
370,How soon will I see if the reservation is successful or not?,reservation_regulations,How soon will I find out if the reservation is successful or not?
371,What is the likelihood that reservations will be successful?,reservation_regulations,How soon will I find out if the reservation is successful or not?
372,How soon do I find out if a reservation was successful or not?,reservation_regulations,How soon will I find out if the reservation is successful or not?
373,Can you confirm by time?,reservation_update_request,Can you please confirm by <time>
374,Can you please confirm by time>?,reservation_update_request,Can you please confirm by <time>
375,How do I make reservation without a confirmation code? I sent an email to tech support.,reservation_update_request,I sent an email to support about reservation <confirmation_code>
376,How do I send confirmation code to reservation department?,reservation_update_request,I sent an email to support about reservation <confirmation_code>
377,Should I send an email to support about reservation?,reservation_update_request,I sent an email to support about reservation <confirmation_code>
378,I sent an email to support about reservation confirmation_code>. I said that I will NOT be able to use a reservation number. Please send a comment or screenshot for the problem.,reservation_update_request,I sent an email to support about reservation <confirmation_code>
379,Can anybody tell me if a reservation is being confirmed or not?,reservation_update_request,I am trying to figure out if my reservation is confirmed.
380,I have an application for reservation in Rajasthan.I am trying to figure out if my reservation is confirmed or not.This is a confirmation phone.I have used any telephonic phone that I am using. Will the process take longer?,reservation_update_request,I am trying to figure out if my reservation is confirmed.
381,How do I find out if my reservation has been confirmed or not?,reservation_update_request,I am trying to figure out if my reservation is confirmed.
382,Is my reservation is confirmed?,reservation_update_request,I am trying to figure out if my reservation is confirmed.
383,I just sent an email to tech support. I just wanted to get update about reservations.,reservation_update_request,"Hi I just sent an email to support, but was hoping to get some update about our reservation."
384,"I just sent an email to support, but was hoping to get some update about our reservation.",reservation_update_request,"Hi I just sent an email to support, but was hoping to get some update about our reservation."
385,Hi am just enquiring about our reservation and want the reservation to be fixed in the next few days. What should I do?,reservation_update_request,"Hi I just sent an email to support, but was hoping to get some update about our reservation."
386,This is my only request for booking on a reservation. I sent an email to admin to let them know on how the reservation will be handled.,reservation_update_request,"Hi I just sent an email to support, but was hoping to get some update about our reservation."
387,Hi. i made the following booking confirmation_code>. I want to check the status of my booking. I am very satisfied and that my booking has been thoroughly reviewed.,reservation_update_request,Hi. i have made the following booking <confirmation_code>. I want to check the status of my booking
388,"Hi, i have made the following booking confirmation_code>. I want to check the status of my booking. I have made the following booking confirmation_code>. I want to make another booking.",reservation_update_request,Hi. i have made the following booking <confirmation_code>. I want to check the status of my booking
389,How can I check the status of the booking made using the confirm. code?,reservation_update_request,Hi. i have made the following booking <confirmation_code>. I want to check the status of my booking
390,Hi all. i have made the following booking confirmation_code>. I want to check the status of my booking. I want to check my status. Hi.,reservation_update_request,Hi. i have made the following booking <confirmation_code>. I want to check the status of my booking
391,How bluff is the restaurant for kids?,restaurant_inquiry,Is <restaurant> kid friendly?
392,Is the restaurant more kid friendly?,restaurant_inquiry,Is <restaurant> kid friendly?
393,Is Restaurant Child Friendly?,restaurant_inquiry,Is <restaurant> kid friendly?
394,Is the restaurant kid-friendly?,restaurant_inquiry,Is <restaurant> kid friendly?
395,When does restaurants' close?,restaurant_inquiry,When does <restaurant> close?
396,When does a restaurant close?,restaurant_inquiry,When does <restaurant> close?
397,What are the things restaurant> should have closed when it feels like closing?,restaurant_inquiry,When does <restaurant> close?
398,When should a restaurant close or close?,restaurant_inquiry,When does <restaurant> close?
399,Does a restaurant> have booster seats?,restaurant_inquiry,Does <restaurant> have booster seats for kids?
400,Do Restaurants have booster seats for kids?,restaurant_inquiry,Does <restaurant> have booster seats for kids?
401,Does any restaurant have booster seats?,restaurant_inquiry,Does <restaurant> have booster seats for kids?
402,Where can I get a booster seat for my kids?,restaurant_inquiry,Does <restaurant> have booster seats for kids?
403,Does keyword> offer delivery?,restaurant_inquiry,Does <keyword> offer delivery?
404,Does the keyword> offer delivery?,restaurant_inquiry,Does <keyword> offer delivery?
405,Need reservations for number_of_people> at restaurant> on date> at time>.,restaurant_inquiry,Need reservation for <number_of_people> at <restaurant> on <date> at <time>
406,Need reservation for number_of_people> at restaurant> on date> at time>.,restaurant_inquiry,Need reservation for <number_of_people> at <restaurant> on <date> at <time>
407,Need reservation for nmt> on date> time>?,restaurant_inquiry,Need reservation for <number_of_people> at <restaurant> on <date> at <time>
408,Need reservation for  number of people> at restaurant> on date> at time>,restaurant_inquiry,Need reservation for <number_of_people> at <restaurant> on <date> at <time>
409,How expensive is restaurant>?,restaurant_inquiry,How expensive is <restaurant>?
410,How expensive is a restaurant?,restaurant_inquiry,How expensive is <restaurant>?
411,How much is the price of a restaurant?,restaurant_inquiry,How expensive is <restaurant>?
412,I want to make reservation for number_of_people> for lunch_or_dinner> on date> time> at restaurant>. #>,restaurant_inquiry,I want to make a reservation for <number_of_people> for <lunch_or_dinner> on <date> <time> at <restaurant>
413,"I want to make reservation for number_of_people> for lunch_or_dinner> on date> time> in restaurant>. *In the end the room will have 4 hours in case of no reservation. I want to make reservation for restaurant>(not the restaurant>) for lunch_or_dinner,’.",restaurant_inquiry,I want to make a reservation for <number_of_people> for <lunch_or_dinner> on <date> <time> at <restaurant>
414,"I want to make reservation for number_of_people> for lunch_or_dinner> on date> time> at restaurant>.I want to make reservation about.I want to make a reservation around  number_of_people>.I've made a reservation for name> but I can not remember what it was, therefore I can't make it or make it.I want to make a reservation for someone.I want to make Reservation",restaurant_inquiry,I want to make a reservation for <number_of_people> for <lunch_or_dinner> on <date> <time> at <restaurant>
415,"I want to make reservation for  number of_people> (any person at a restaurant) on date> time> for lunch or dinner. In restaurant> or Cownyard> I want to make a reservation for number_of_people> on lunch_or_dinner> as well as dinner. If 'number_of_people' isn't available for lunch or dinner, I can write an email to any other person there without asking",restaurant_inquiry,I want to make a reservation for <number_of_people> for <lunch_or_dinner> on <date> <time> at <restaurant>
416,I made a reservation for restaurant in location> but there's no actual time on the booking??,restaurant_inquiry,I successfully made a reservation with a restaurant in <location> but there's no actual time on the booking?
417,I successfully made a reservation with a restaurant in location> but there's no actual time on the booking?,restaurant_inquiry,I successfully made a reservation with a restaurant in <location> but there's no actual time on the booking?
418,I made a reservation with a restaurant in location> but there's no actual time on the booking?,restaurant_inquiry,I successfully made a reservation with a restaurant in <location> but there's no actual time on the booking?
419,How do I cancel my reservation at restaurant?,restaurant_inquiry,How late can I cancel my reservation at <restaurant>?
420,Can I cancel reservation at any restaurant?,restaurant_inquiry,How late can I cancel my reservation at <restaurant>?
421,How do I cancel my reservation at Restaurant?,restaurant_inquiry,How late can I cancel my reservation at <restaurant>?
422,How can I cancel my reservation if it is so late?,restaurant_inquiry,How late can I cancel my reservation at <restaurant>?
423,Is it possible to make a reservation at a restaurant?,restaurant_inquiry,Are you able to get a reservation at <restaurant>
424,How do I change reservation at a restaurant>?,restaurant_inquiry,Are you able to get a reservation at <restaurant>
425,Are you able to get reservation at restaurant>?,restaurant_inquiry,Are you able to get a reservation at <restaurant>
426,How do I get a reservation at a restaurant?,restaurant_inquiry,Are you able to get a reservation at <restaurant>
427,Is it possible to pay extra to have a seat at restaurant?,restaurant_inquiry,"Hello, is it possible to pay extra for a seat at <restaurant>"
428,Can I pay extra for my seat at Restaurants?,restaurant_inquiry,"Hello, is it possible to pay extra for a seat at <restaurant>"
429,How can I pay extra for a seat at a restaurant?,restaurant_inquiry,"Hello, is it possible to pay extra for a seat at <restaurant>"
430,If I'm at a restaurant will I have to pay additional for a single place or an entire table?,restaurant_inquiry,"Hello, is it possible to pay extra for a seat at <restaurant>"
431,If my food is available in a different location could you book in a different location?,restaurant_inquiry,Would you guys be able to book <restaurant> at <location>?
432,Would you guys be able to book restaurant at location>?,restaurant_inquiry,Would you guys be able to book <restaurant> at <location>?
433,If I were to book a restaurant or a hotel in my location would it be possible to change the date and time?,restaurant_inquiry,Would you guys be able to book <restaurant> at <location>?
434,Would you guys be able to book a restaurant or a location (no relation)?,restaurant_inquiry,Would you guys be able to book <restaurant> at <location>?
435,I have a special request for restaurant>. I have a request for restaurant>.,restaurant_inquiry,I have a special request for <restaurant>
436,I have an important request for restaurant>..I have a special request for that restaurant..Thanks very much.,restaurant_inquiry,I have a special request for <restaurant>
437,I have an special request for restaurants/owners.,restaurant_inquiry,I have a special request for <restaurant>
438,I have an special request for restaurant>. I have a request for.,restaurant_inquiry,I have a special request for <restaurant>
439,I would like to speak to someone at restaurant>. I can't get a reservation for any of the above vacancies.,restaurant_inquiry,I would like to talk to someone at <restaurant>
440,I would like to talk to someone at restaurant>. Would you like to speak to me on a kitchen phone?,restaurant_inquiry,I would like to talk to someone at <restaurant>
441,How do I talk to any person in a restaurant>?,restaurant_inquiry,I would like to talk to someone at <restaurant>
442,Tell a restaurant staff member that you want to talk to.,restaurant_inquiry,I would like to talk to someone at <restaurant>
443,"If I want to make a reservation in restaurant>, any down payment needed?",restaurant_reservation_regulations,"Hi, if I would like to make a reservation to <restaurant>, any down payment needed?"
444,"My reservation to [url:>restaurant] is now booked. Please don't worry, your payment can't be refunded! Hi, and I would like to make reservation to [url] (location:@@@@@__________________________________________________________________________________________________________________________________________________] would you do it with down payment?",restaurant_reservation_regulations,"Hi, if I would like to make a reservation to <restaurant>, any down payment needed?"
445,How do you make an online reservation for restaurant?,restaurant_reservation_regulations,"Hi, if I would like to make a reservation to <restaurant>, any down payment needed?"
446,"I want to do a reservation at a restaurant, any down payment required?",restaurant_reservation_regulations,"Hi, if I would like to make a reservation to <restaurant>, any down payment needed?"
447,Is it possible for people to make reservations at restaurants>?,restaurant_reservation_regulations,"Hi, if I would like to make a reservation to <restaurant>, any deposit needed?"
448,Can I make reservation for restaurant without any deposit?,restaurant_reservation_regulations,"Hi, if I would like to make a reservation to <restaurant>, any deposit needed?"
449,Can I make a reservation with restaurant?,restaurant_reservation_regulations,"Hi, if I would like to make a reservation to <restaurant>, any deposit needed?"
450,How can I make reservation at any restaurants in Australia?,restaurant_reservation_regulations,"Hi, if I would like to make a reservation to <restaurant>, any deposit needed?"
451,Is it available for number_of_people>?,tour_availability,Is it available for <number_of_people>
452,Is it available for most people?,tour_availability,Is it available for <number_of_people>
453,Does number_of_people> really have an algorithm available for it?,tour_availability,Is it available for <number_of_people>
454,Is it available for any specific number of people?,tour_availability,Is it available for <number_of_people>
455,Is keyword> availablelocationtime>?,tour_available,Is <keyword> available <location> <time>?
456,Is this keyword ready?,tour_available,Is <keyword> available <location> <time>?
457,Is Keyword> available location> time>?,tour_available,Is <keyword> available <location> <time>?
458,Is keyphrase available?,tour_available,Is <keyword> available <location> <time>?
459,How can you tell if there are still tickets for a new date for my group to buy?,tour_available,Hi! How can I know if <keyword> tickets for the date I want are still available?
460,How do I know whether the ticket is still available or not?,tour_available,Hi! How can I know if <keyword> tickets for the date I want are still available?
461,How do I know whether keyword> tickets are still available?,tour_available,Hi! How can I know if <keyword> tickets for the date I want are still available?
462,How do you know if your new dates are over or if you can't find your reservation?,tour_available,Hi! How can I know if <keyword> tickets for the date I want are still available?
463,What is the best way to know if a date is still available?,tour_available,How can I know if <keyword> tickets for the date I want are still available?
464,How can I know if my ticket is still available for that date?,tour_available,How can I know if <keyword> tickets for the date I want are still available?
465,How do I know that tickets available for a specific date are not sold out?,tour_available,How can I know if <keyword> tickets for the date I want are still available?
466,How can I know if my registration ticket is still available?,tour_available,How can I know if <keyword> tickets for the date I want are still available?
467,How do I know that the “fun” keyword for the date I want is still available?,tour_available,How can I know if <keyword> for the date I want are still available?
468,How do you know if a target date is still available?,tour_available,How can I know if <keyword> for the date I want are still available?
469,How can I know if a date I want is still available?,tour_available,How can I know if <keyword> for the date I want are still available?
470,How can I know if the keyword for the date I want is still available?,tour_available,How can I know if <keyword> for the date I want are still available?
471,"I have my date and I want to get it, can I snort it when I forget the keyword> part that I want?",tour_available,How can I know if <keyword> for <date> I want are still available?
472,How do I know if a search term for the date that I want is still available?,tour_available,How can I know if <keyword> for <date> I want are still available?
473,How do I know if a keyword is still available for the date I want?,tour_available,How can I know if <keyword> for <date> I want are still available?
474,How do I know if the numbers of the date> that I want are still used?,tour_available,How can I know if <keyword> for <date> I want are still available?
475,How can I know if the password date> is still available?,tour_available,How can I know if <keyword> for <date> are still available?
476,How do I know if the date>keyword is still available or not?,tour_available,How can I know if <keyword> for <date> are still available?
477,How can I know whether the date> is still visible?,tour_available,How can I know if <keyword> for <date> are still available?
478,How do I know when the key on my date is still active?,tour_available,How can I know if <keyword> for <date> are still available?
479,Is keyword> the same as date> but available between date> and date>?,tour_available,<keyword>— available between <date> to <date> ?
480,keyword>— Available between date> to date>?,tour_available,<keyword>— available between <date> to <date> ?
481,The dictionary has an integer of 17 (indicated by ). Are there any alternatives between date> and date>?,tour_available,<keyword>— available between <date> to <date> ?
482,keyword>— is available between date> to date>?,tour_available,<keyword>— available between <date> to <date> ?
483,keyword> available between date> to date>?,tour_available,<keyword> available between <date> to <date>?
484,What is keyword> available between date> and date>?,tour_available,<keyword> available between <date> to <date>?
485,keyword> available between date> and date>?,tour_available,<keyword> available between <date> to <date>?
486,For the keyword> as long as date> up to date> what is the keyword> available between date> and date>?,tour_available,<keyword> available between <date> to <date>?
487,How do you switch keyword> from date to date?,tour_available,<keyword> available between <date> to <date>?
488,keyword> available between date> and date>?,tour_available,<keyword> available between <date> to <date>?
489,keyword> available between date> to date>?,tour_available,<keyword> available between <date> to <date>?
490,Hi. would like to get a quote for keyword> for number of people> adults date> please.,tour_available,Hi. would like to get a quote for <keyword> for <number_of_people> adults <date> please
491,number of people will be for adults and date>? Please provide me with a quote for keyword>,tour_available,Hi. would like to get a quote for <keyword> for <number_of_people> adults <date> please
492,Hi. Would like to get a quote for keyword> for number_of_people> adults date> please?,tour_available,Hi. would like to get a quote for <keyword> for <number_of_people> adults <date> please
493,Hi. I would like to get a quote for keyword> for number_of_people> adults date> please.,tour_available,Hi. would like to get a quote for <keyword> for <number_of_people> adults <date> please
494,"Looking for last minute people to join a conversation in the last minute, and for people to follow.",tour_available,Looking for last minute <keyword> for <number_of_people> people
495,Looking for last minute keyword> number_of_people> people I can think of.,tour_available,Looking for last minute <keyword> for <number_of_people> people
496,Is there a keyword for that last minute keyword> for number_of_people> people?,tour_available,Looking for last minute <keyword> for <number_of_people> people
497,Looking for last minute keyword> for number_of_people people?,tour_available,Looking for last minute <keyword> for <number_of_people> people
498,Are there any tickets for the date>?,tour_available,are there any tickets on the <date>
499,Are there any tickets on the date>?,tour_available,are there any tickets on the <date>
500,i have 7 days left? Are there tickets on the date>?,tour_available,are there any tickets on the <date>
501,Are there any tickets for the dates we've booked?,tour_available,are there any tickets on the <date>
502,I am looking for transportation> for duration> in location> covering nearby sites and going up to location>.,tour_available,I am looking for <transportation> for <duration> in <location> covering nearby sites and going up to <location>
503,I am looking for transportation> for duration> in location> covering nearby sites and going up to location> location>. If I have the right title(s) I can drive up to location>. I am looking for transportation> for duration>.,tour_available,I am looking for <transportation> for <duration> in <location> covering nearby sites and going up to <location>
504,I am looking for transportation> in location> covering nearby sites and going up to location>. I am looking in location> for duration>. I am looking for transportation> for duration> by location>.,tour_available,I am looking for <transportation> for <duration> in <location> covering nearby sites and going up to <location>
505,I am looking for transportation> for duration> in location> covering nearby sites and going up to location> with my graduation.,tour_available,I am looking for <transportation> for <duration> in <location> covering nearby sites and going up to <location>
506,Are keyword> keywords still available for date>?,tour_available,"Hello, is <keyword> still available for <date>?"
507,Is keyword> still available for date>?,tour_available,"Hello, is <keyword> still available for <date>?"
508,"Hello, is keyword> still available for date>?",tour_available,"Hello, is <keyword> still available for <date>?"
509,Is it still possible to insert keyword> in date>?,tour_available,"Hello, is <keyword> still available for <date>?"
510,Need information and pricing for a small group of number_of_people> for a duration> keyword> of location> and location>. Please advise. We're staying at hotel> in location>.,tour_available,Need information and pricing for a small group of <number_of_people> for a <duration> <keyword> of <location> and <location>. Please advise. We're staying at <hotel> in <location>.
511,I need information and pricing for a small group of number_of_people> for a duration> keyword> of location> and location>. Please advise. We're staying at hotel> in location>.,tour_available,Need information and pricing for a small group of <number_of_people> for a <duration> <keyword> of <location> and <location>. Please advise. We're staying at <hotel> in <location>.
512,what do I do when I need to book a wedding?,tour_available,we need to book for <keyword> for <date> for <number_of_people>
513,I need to book for keyword> in the date> in the number of people>.,tour_available,we need to book for <keyword> for <date> for <number_of_people>
514,we need to book for keyword> date> name_of_people>.,tour_available,we need to book for <keyword> for <date> for <number_of_people>
515,we need to book keyword> for date> for people>. We need to book for number.of_people> for keyword> [Borderline] [Nrd]>.,tour_available,we need to book for <keyword> for <date> for <number_of_people>
516,Is the keyword> that refers to a date more likely to be found after time (or within a certain time frame) than time (in date>)?,tour_available,is the <keyword> on <date> available other time than <time>
517,can a key be found other time than time?,tour_available,is the <keyword> on <date> available other time than <time>
518,Is the keyword> on date> available other time than time>?,tour_available,is the <keyword> on <date> available other time than <time>
519,Is the keyword on date> available other time than time>?,tour_available,is the <keyword> on <date> available other time than <time>
520,What dates is the keyword> tour available?,tour_available,What dates is the <keyword> tour available in <month>?
521,What dates is keyword> tour available in month>?,tour_available,What dates is the <keyword> tour available in <month>?
522,Where will the Keyword> tour go?,tour_available,What dates is the <keyword> tour available in <month>?
523,When is the next keyword tour scheduled in the month of October and will the dates be confirmed?,tour_available,What dates is the <keyword> tour available in <month>?
524,Is the Keyword> tour available in location>?,tour_available,Is the <keyword> tour available in <location>?
525,Is the keyword> tour available in location>?,tour_available,Is the <keyword> tour available in <location>?
526,"What is the best keyword for the ""keyword"" tour in India?",tour_available,What dates are available for the <keyword> tour?
527,What time is the Keyword Tour due?,tour_available,What dates are available for the <keyword> tour?
528,What's your tour plan for CRYSTAL SAGO/CELEBRITY STYLE Keyword>?,tour_available,What dates are available for the <keyword> tour?
529,"Which is the best day to tour, and what keyword> dates are available?",tour_available,What dates are available for the <keyword> tour?
530,When will Keywords> Tour launch in month?,tour_available,When is the <keyword> tour available in <month>?
531,When is the keyword> tour available?,tour_available,When is the <keyword> tour available in <month>?
532,How soon is keyword> tour available?,tour_available,When is the <keyword> tour available in <month>?
533,When is keyword tour available for online?,tour_available,When is the <keyword> tour available in <month>?
534,I would like to know if the keyword> will be open on date>?,tour_available,I would like to know if the <keyword> will be open on <date>?
535,I would like to know if the keyword> will be open on date> for a long time. What's wrong? What does it mean?,tour_available,I would like to know if the <keyword> will be open on <date>?
536,I need tickets for our wedding (date). Can you help me to confirm what are the available dates?,tour_available,could you help me to confirm if there are available tickets for <keyword> on <date>
537,Could you help me to confirm the availability of tickets for keyword> date> in a given day?,tour_available,could you help me to confirm if there are available tickets for <keyword> on <date>
538,Would you confirm availability for keyword> on date>?,tour_available,could you help me to confirm if there are available tickets for <keyword> on <date>
539,Please confirm to me if there are available tickets on date/time with the name of the particular event. Is it possible to change any of the tickets to the corresponding time in a particular city?,tour_available,could you help me to confirm if there are available tickets for <keyword> on <date>
540,Are you a good keywrl? Why?,tour_available,Do you have this <keyword>?
541,Why do you know this keyword?,tour_available,Do you have this <keyword>?
542,Do you have this keyword?,tour_available,Do you have this <keyword>?
543,Do you have this word>?,tour_available,Do you have this <keyword>?
544,"What is the key word for ""location""?",tour_available,Do you have this <keyword> in <location>?
545,Do you have this keyword> in location?,tour_available,Do you have this <keyword> in <location>?
546,Which key should a location get as?,tour_available,Do you have this <keyword> in <location>?
547,Does a keyword in a location have this key?,tour_available,Do you have this <keyword> in <location>?
548,Is keyword> tour date> available on?,tour_available,Is the <keyword> tour available on <date>?
549,How long until the keyword> tour is available?,tour_available,Is the <keyword> tour available on <date>?
550,Is keyword> tour available on date>?,tour_available,Is the <keyword> tour available on <date>?
551,Is the keyword> tour available on date>?,tour_available,Is the <keyword> tour available on <date>?
552,"Does each day on dating, what country do you know keyword> for?",tour_available,Do you have this <keyword> in <location> on <date>?
553,Do you have this keyword in location> on date>?,tour_available,Do you have this <keyword> in <location> on <date>?
554,Do you have this keyword> in location> on date>?,tour_available,Do you have this <keyword> in <location> on <date>?
555,"Do you have a keyword in ""location"" in date>?",tour_available,Do you have this <keyword> in <location> on <date>?
556,"I booked a tour confirmation code, but I would like to cancel it. What should I do?",tour_cancel,"I booked a tour confirmation code <confirmation_code>, but I would like to cancel it."
557,I booked a tour confirmation code confirmation_code> but I would like to cancel it. Why can't I get back my current tour confirmation code?,tour_cancel,"I booked a tour confirmation code <confirmation_code>, but I would like to cancel it."
558,"I booked a tour confirmation code, and am very disappointed. I would like to cancel it. What do I do?",tour_cancel,"I booked a tour confirmation code <confirmation_code>, but I would like to cancel it."
559,"I booked a tour confirmation code confirmation_code> but I would like to cancel it. If you have any questions about the cancellation code, do you have the correct code?",tour_cancel,"I booked a tour confirmation code <confirmation_code>, but I would like to cancel it."
560,How do I cancel my trip if I already have confirmation #?,tour_cancel,Can I cancel the the tour confirmtion code <confirmation_code>?
561,Can we cancel the tour confirmation code with no recovery and all my photos?,tour_cancel,Can I cancel the the tour confirmtion code <confirmation_code>?
562,Can I cancel the tour confirmation code contact_code>?,tour_cancel,Can I cancel the the tour confirmtion code <confirmation_code>?
563,Can I modify my confirmed tour's reservation in advance?,tour_cancel,Can I cancel the the tour confirmtion code <confirmation_code>?
564,What should I do if I have to cancel a tour?,tour_cancel,"I need to cancel my tour, how can I do that?"
565,How does I cancel my tour of China?,tour_cancel,"I need to cancel my tour, how can I do that?"
566,How do I cancel my tour?,tour_cancel,"I need to cancel my tour, how can I do that?"
567,Can I cancel my tour?,tour_cancel,"I need to cancel my tour, how can I do that?"
568,I need to reschedule my tour and how can I do that?,tour_cancel,I need to reschedule my tour
569,Should I reschedule my tour?,tour_cancel,I need to reschedule my tour
570,I'm going on tour soon so I have to reschedule my tour. What is the cost?,tour_cancel,I need to reschedule my tour
571,What should I do if I need to reschedule tour?,tour_cancel,I need to reschedule my tour
572,How much is the word keyword> for number_of_people on date>?,tour_inquiry,How much is <keyword> is for <number_of_people> on <date>?
